n,days,seed,coverage_ratio,regime,coverage_mode,z_greedy,feas_greedy,t_greedy,z_sa,feas_sa,t_sa,sa_stop,sa_iters,z_exact,proven,gap_solver,dual_bound,match,n_vars,n_cons,t_exact,ref,dz_greedy,gap_greedy,dz_sa,gap_sa,exact_error,greedy_p_cob,greedy_p_erg,greedy_p_car,greedy_p_gua,greedy_p_cal,greedy_p_over,greedy_pref,sa_p_cob,sa_p_erg,sa_p_car,sa_p_gua,sa_p_cal,sa_p_over,sa_pref,exact_p_cob,exact_p_erg,exact_p_car,exact_p_gua,exact_p_cal,exact_p_over,exact_pref
10,14,1,1.1,bounded,hard,7.118193025198912,False,0.0685853750037495,0.44778856691388236,True,1.776862250000704,max_iterations,100000,0.42945383184239394,False,0.14585185980691495,0.36681712418244894,True,620,1058,300.67633087500144,0.36681712418244894,6.751375901016463,18.405290963620434,0.08097144273143342,0.22074062903115593,,1.0,3.0,94.39999999999998,5.0,1.0,0.0,0.0,0.0,4.0,20.80000000000001,1.0,1.0,0.0,0.0,0.0,4.0,7.000000000000057,2.0,1.0,0.0,0.0
10,14,2,1.1,bounded,hard,1.1307714657083874,False,0.056986374998814426,0.4558345439253768,True,1.7363315839975257,max_iterations,100000,0.42945383184239394,False,0.14519716018530043,0.3670983334325627,True,632,1085,300.88867654099886,0.3670983334325627,0.7636731322758247,2.0802958300983794,0.0887362104928141,0.2417232725168862,,0.0,4.0,97.19999999999999,5.0,1.0,0.0,0.0,0.0,4.0,22.200000000000045,1.0,1.0,0.0,0.0,0.0,4.0,7.000000000000057,2.0,1.0,0.0,0.0
10,14,3,1.1,bounded,hard,1.6452769866452581,False,0.049264458000834566,0.44778856691388236,True,1.6128032919950783,max_iterations,100000,0.42945383184239394,False,0.1449835236057041,0.36719010207591185,True,620,1058,301.3008652089993,0.36719010207591185,1.2780868845693463,3.48072259394704,0.08059846483797051,0.2195006466195753,,0.0,4.0,132.39999999999998,6.0,2.0,23.0,0.0,0.0,4.0,20.80000000000001,1.0,1.0,0.0,0.0,0.0,4.0,7.000000000000057,2.0,1.0,0.0,0.0
10,14,4,1.1,bounded,hard,1.5616922165303155,False,0.0432932079929742,0.4558345439253768,True,1.565635958002531,max_iterations,100000,0.42945383184239394,False,0.14678216881655423,0.3664176669979874,True,624,1077,301.05940591700346,0.3664176669979874,1.195274549532328,3.2620549094290623,0.08941687692738942,0.24402992808717533,,0.0,4.0,118.39999999999998,6.0,2.0,20.0,0.0,0.0,4.0,22.200000000000045,1.0,1.0,0.0,0.0,0.0,4.0,7.000000000000057,2.0,1.0,0.0,0.0
10,14,0,1.3,bounded,hard,25.561171852911514,False,0.04969683299714234,0.4321529667936853,True,1.6206897079973714,max_iterations,100000,0.41703320631464347,False,0.20103518056046474,0.33319486038346957,True,624,1087,300.4543706669938,0.33319486038346957,25.227976992528045,75.71538457554087,0.09895810641021574,0.29699769767254564,,4.0,4.0,128.0,6.0,2.0,20.0,0.0,0.0,4.0,21.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,0.0,0.0
10,14,1,1.3,bounded,hard,13.471626437596385,False,0.0811822910036426,0.45382948060183315,True,1.8812681670024176,max_iterations,100000,0.42459676024672854,False,0.11356237092916806,0.3763785723959653,True,620,1058,301.0302649590012,0.3763785723959653,13.095247865200419,34.7927560855502,0.07745090820586786,0.20577927088895595,,2.0,4.0,108.0,6.0,2.0,23.0,0.0,0.0,4.0,24.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,0.0
10,14,2,1.3,bounded,hard,13.331465155872435,False,0.05623662500147475,0.41507567210769497,True,1.6550242919984157,max_iterations,100000,0.41507567210769497,False,0.1501364365400082,0.3527576898029968,True,632,1085,300.1641437079961,0.3527576898029968,12.978707466069437,36.79213193996594,0.06231798230469815,0.17665945805320538,,2.0,4.0,89.80000000000001,6.0,2.0,20.0,0.0,0.0,4.0,18.19999999999999,1.0,1.0,0.0,0.0,0.0,4.0,18.19999999999999,1.0,1.0,0.0,0.0
10,14,3,1.3,bounded,hard,7.6734629017134965,False,0.10882791699987138,0.44348572429497285,True,2.1378066670004046,max_iterations,100000,0.44348572429497285,False,0.08664365590133745,0.4050604998020038,True,620,1058,300.4557741669996,0.4050604998020038,7.268402401911493,17.943992083810528,0.038425224492969035,0.09486292667824074,,1.0,4.0,131.79999999999998,6.0,2.0,40.0,0.0,0.0,4.0,20.0,1.0,1.0,0.0,0.0,0.0,4.0,20.0,1.0,1.0,0.0,0.0
10,14,4,1.3,bounded,hard,25.432261904761905,False,0.07539529199857498,0.36965367965367946,True,1.8829462499998044,max_iterations,100000,0.36965367965367946,False,0.06490983606906253,0.3456595199050336,True,624,1077,300.7656343749986,0.3456595199050336,25.08660238485687,72.57604937873303,0.023994159748645882,0.0694155906807891,,4.0,4.0,115.20000000000005,6.0,2.0,20.0,0.0,0.0,4.0,9.599999999999966,1.0,1.0,0.0,0.0,0.0,4.0,9.599999999999966,1.0,1.0,0.0,0.0
10,14,0,1.5,bounded,hard,73.30464080229262,False,0.06345787499594735,6.511676815649487,True,1.7448755000004894,max_iterations,100000,0.5016768156494877,False,0.03497044133165657,0.48413295600036493,True,624,1087,301.53757354100526,0.48413295600036493,72.82050784629226,150.4142755492096,6.027543859649122,12.450182919678326,,12.0,2.0,217.99999999999997,5.0,1.0,0.0,0.0,1.0,4.0,32.0,1.0,1.0,78.0,0.0,0.0,4.0,32.0,1.0,1.0,78.0,0.0
10,14,1,1.5,bounded,soft,73.56817674701078,False,0.055106708001403604,6.550873911667327,True,1.536222832997737,max_iterations,100000,6.475697422351055,False,0.0032060941675083826,6.454935726614706,True,644,1058,301.03947945899563,6.454935726614706,67.11324102039607,10.39719741029763,0.09593818505262064,0.014862763800583257,,12.0,3.0,227.20000000000005,6.0,2.0,20.0,0.0,1.0,3.0,16.80000000000001,2.0,1.0,119.0,0.0,1.0,3.0,11.400000000000034,1.0,1.0,116.0,0.0
10,14,2,1.5,certified,hard,61.43039233127921,False,0.06139904200244928,0.489245716028765,True,1.6677298750000773,max_iterations,100000,0.4728073598643814,True,2.8393509815601742e-09,0.4728073535603189,True,632,1085,3.1901401670038467,0.4728073598643814,60.957584971414825,128.926895276968,0.016438356164383605,0.03476755558352292,,10.0,3.0,196.0,5.0,2.0,20.0,0.0,0.0,4.0,20.0,1.0,1.0,105.0,0.0,0.0,4.0,14.0,1.0,1.0,105.0,0.0
10,14,3,1.5,certified,soft,85.64350862738794,False,0.13251420899905497,12.586799560592665,True,2.08352316699893,max_iterations,100000,12.494492437638991,True,2.2736857610991284e-05,12.494208352143513,True,644,1058,9.975341291996301,12.494492437638991,73.14901618974895,5.85450081744749,0.09230712295367383,0.007387824948823335,,14.0,2.0,264.79999999999995,6.0,2.0,20.0,0.0,2.0,4.0,27.19999999999999,2.0,1.0,112.0,0.0,2.0,2.0,17.19999999999999,1.0,1.0,122.0,0.0
10,14,4,1.5,bounded,soft,79.28255643099476,False,0.12272733300051186,6.588020459600484,True,1.9839310419993126,max_iterations,100000,6.475697422351055,False,0.001566143639255239,6.465555550023298,True,648,1077,301.2248436669979,6.465555550023298,72.81700088097146,11.26229607302795,0.12246490957718592,0.018941127120428905,,13.0,2.0,235.00000000000006,5.0,1.0,0.0,0.0,1.0,4.0,33.80000000000001,2.0,1.0,102.0,0.0,1.0,3.0,11.400000000000034,1.0,1.0,116.0,0.0
10,21,0,1.1,bounded,hard,6.965366103927921,False,0.10535916600201745,0.3136214967165346,True,2.3961602080016746,max_iterations,136800,0.29369812506902504,False,0.16768961655623998,0.24444799909291348,True,948,1621,300.40291454100225,0.24444799909291348,6.7209181048350075,27.49426515976684,0.06917349762362113,0.28297837527943365,,1.0,5.0,89.0,7.0,2.0,0.0,0.0,0.0,6.0,23.0,1.0,1.0,0.0,0.0,0.0,6.0,17.80000000000001,1.0,1.0,0.0,0.0
10,21,1,1.1,certified,hard,7.132022257558423,False,0.1657603750063572,0.4651366482316861,True,2.594892000000982,max_iterations,134400,0.29369812506902504,True,7.337412432763088e-08,0.2936981035191822,True,942,1576,9.163325999994413,0.29369812506902504,6.838324132489397,23.283513065949098,0.17143852316266106,0.5837235873479598,,1.0,5.0,120.80000000000001,8.0,2.0,6.0,0.0,0.0,6.0,23.0,1.0,2.0,0.0,0.0,0.0,6.0,17.80000000000001,1.0,1.0,0.0,0.0
10,21,2,1.1,bounded,hard,6.965366103927921,False,0.16836179200618062,0.4651366482316861,True,2.7293068329963717,max_iterations,141600,0.29369812506902504,False,0.09653616418147595,0.26534563464756983,True,960,1621,301.44011354199756,0.26534563464756983,6.700020469280351,25.250162785527902,0.19979101358411627,0.7529462990769653,,1.0,5.0,89.0,7.0,2.0,0.0,0.0,0.0,6.0,23.0,1.0,2.0,0.0,0.0,0.0,6.0,17.80000000000001,1.0,1.0,0.0,0.0
10,21,3,1.1,bounded,hard,13.162243366336414,False,0.09996787500131177,0.3459713322974318,True,2.215398708001885,max_iterations,134400,0.3010894425336522,False,0.06997581921661455,0.28002005652247003,True,942,1576,300.3927079999994,0.28002005652247003,12.882223309813943,46.004645059344945,0.06595127577496179,0.23552339998070665,,2.0,4.0,124.39999999999998,8.0,2.0,6.0,0.0,0.0,6.0,30.600000000000023,1.0,1.0,0.0,0.0,0.0,6.0,19.19999999999999,1.0,1.0,0.0,0.0
10,21,4,1.1,bounded,hard,7.132022257558423,False,0.1648956669960171,0.33967513656327797,True,2.650391583003511,max_iterations,136800,0.29369812506902504,False,0.13036666965554403,0.25540967861969865,True,948,1606,301.05924004199915,0.25540967861969865,6.876612578938724,26.92385275335592,0.08426545794357931,0.32992272806172457,,1.0,5.0,120.80000000000001,8.0,2.0,6.0,0.0,0.0,6.0,29.80000000000001,1.0,1.0,0.0,0.0,0.0,6.0,17.80000000000001,1.0,1.0,0.0,0.0
10,21,0,1.3,certified,hard,49.2597508121424,False,0.1179082499947981,0.27021027140707976,True,2.452256042000954,max_iterations,136800,0.2458076202757052,True,3.814490281151561e-08,0.24580761089939768,True,948,1621,0.8897599170013564,0.2458076202757052,49.013943191866694,199.39960826637994,0.024402651131374548,0.09927540531088418,,8.0,5.0,191.40000000000003,7.0,2.0,12.0,0.0,0.0,6.0,14.799999999999955,1.0,1.0,1.0,0.0,0.0,6.0,6.999999999999943,1.0,1.0,0.0,0.0
10,21,1,1.3,bounded,hard,19.194120857235223,False,0.21030866699584294,0.33950939417030335,True,2.868151083996054,max_iterations,134400,0.26296634108419714,False,0.06928130949017126,0.24474768862204505,True,942,1576,301.1896364589993,0.24474768862204505,18.949373168613178,77.42411491319947,0.0947617055482583,0.3871812072333617,,3.0,5.0,139.60000000000002,7.0,2.0,11.0,0.0,0.0,6.0,18.799999999999955,2.0,1.0,0.0,0.0,0.0,6.0,9.599999999999966,1.0,1.0,0.0,0.0
10,21,2,1.3,bounded,hard,19.246341773568595,False,0.1189678750015446,0.5064298615291996,True,2.5432891250020475,max_iterations,141600,0.27756371663656476,False,0.011452534162398801,0.27438490868954163,True,960,1621,300.6914034579968,0.27438490868954163,18.971956864879054,69.14358721654499,0.23204495283965793,0.845691382765551,,3.0,5.0,166.79999999999995,8.0,2.0,29.0,0.0,0.0,6.0,27.200000000000045,2.0,2.0,0.0,0.0,0.0,6.0,28.000000000000114,0.0,1.0,0.0,0.0
10,21,3,1.3,bounded,hard,25.44273551342381,False,0.13962049999827286,0.45304985337243403,True,2.4402470829954837,max_iterations,134400,0.3015347018572825,False,0.12235867548137415,0.2646393151263543,True,942,1576,300.6359226659988,0.2646393151263543,25.178096198297453,95.14117804558236,0.18841053824607973,0.7119521835072824,,4.0,5.0,173.0,7.0,3.0,26.0,0.0,0.0,6.0,21.0,1.0,2.0,0.0,0.0,0.0,6.0,21.0,1.0,1.0,0.0,0.0
10,21,4,1.3,certified,hard,49.1820279144727,False,0.14128608299506595,0.2677786604648305,True,2.506654916003754,max_iterations,136800,0.2458076202757052,True,0.0,0.24580757335464798,True,948,1606,9.056957499997225,0.2458076202757052,48.93622029419699,199.0834142542394,0.021971040189125296,0.08938307186930136,,8.0,5.0,167.20000000000005,7.0,2.0,6.0,0.0,0.0,6.0,13.999999999999943,1.0,1.0,1.0,0.0,0.0,6.0,6.999999999999943,1.0,1.0,0.0,0.0
10,21,0,1.5,bounded,hard,103.32902498739998,False,0.20347995900374372,6.65952383432358,True,2.5903632919944357,max_iterations,136800,0.37495636842776026,False,0.11551006769325546,0.3316451329286524,True,948,1621,301.1899609999964,0.3316451329286524,102.99737985447132,310.56502757913046,6.327878701394928,19.080270063110678,,17.0,4.0,303.00000000000006,8.0,2.0,12.0,0.0,1.0,6.0,51.19999999999999,3.0,2.0,149.0,0.0,0.0,6.0,29.0,1.0,1.0,139.0,0.0
10,21,1,1.5,bounded,soft,91.36144735664881,False,0.12221662500087405,6.525964494386201,True,2.246144374999858,max_iterations,134400,6.354009834364434,False,0.004958689678133379,6.322502271384013,True,978,1576,300.41844812499767,6.322502271384013,85.0389450852648,13.450203959618277,0.2034622230021883,0.03218064846304118,,15.0,5.0,262.00000000000006,7.0,3.0,19.0,0.0,1.0,6.0,27.80000000000001,1.0,2.0,132.0,0.0,1.0,5.0,23.600000000000023,1.0,1.0,122.0,0.0
10,21,2,1.5,bounded,hard,91.21274805264468,False,0.2039008330029901,0.4102595891210873,True,2.7092146669965587,max_iterations,141600,0.37495636842776026,False,0.12902874908454348,0.32657621724824304,True,960,1621,300.47071754199715,0.32657621724824304,90.88617183539644,278.3000323820592,0.08368337187284425,0.2562445378845004,,15.0,4.0,269.00000000000006,7.0,2.0,12.0,0.0,0.0,6.0,24.599999999999966,2.0,1.0,146.0,0.0,0.0,6.0,29.0,1.0,1.0,139.0,0.0
10,21,3,1.5,bounded,soft,127.6292000541165,False,0.18120537499635248,24.600116233240655,True,2.4762958329956746,max_iterations,134400,24.374071641647983,False,0.00025010860007672504,24.367974828741353,True,978,1576,300.3345727909982,24.367974828741353,103.26122522537514,4.237579279816941,0.23214140449930198,0.009526495579989585,,21.0,3.0,395.79999999999995,9.0,3.0,30.0,0.0,4.0,5.0,34.19999999999999,1.0,2.0,214.0,0.0,4.0,3.0,30.999999999999943,0.09999999999999964,1.0,180.0,0.0
10,21,4,1.5,certified,soft,109.10550159798551,True,0.20887191600195365,6.432364298108808,True,2.7109742499960703,max_iterations,136800,6.3360517327764585,True,5.100048181606012e-10,6.336051729545042,True,984,1606,0.25482587500300724,6.3360517327764585,102.76944986520905,16.21979336651904,0.09631256533234911,0.015200722688882614,,18.0,3.0,326.99999999999994,6.0,1.0,0.0,0.0,1.0,6.0,29.80000000000001,2.0,1.0,159.0,0.0,1.0,5.0,14.000000000000057,0.0,1.0,180.0,0.0
10,28,0,1.1,bounded,hard,0.9702064966152433,False,0.17297808302100748,0.38970722297046945,True,3.9459281250019558,max_iterations,182400,0.35924745285552717,False,0.14832719195287403,0.30596128695724395,True,1272,2155,301.9209966670023,0.30596128695724395,0.6642452096579994,2.1710106408031393,0.0837459360132255,0.2737141579121689,,0.0,8.0,112.79999999999995,9.0,3.0,0.0,0.0,0.0,8.0,24.600000000000023,2.0,2.0,0.0,0.0,0.0,8.0,14.000000000000114,2.0,2.0,0.0,0.0
10,28,1,1.1,bounded,hard,1.2274184394243264,False,0.17564724999829195,0.4207417057290903,True,3.924565416004043,max_iterations,179200,0.35924745285552717,False,0.12222719498934184,0.31533764438592987,True,1264,2094,301.2669178750075,0.31533764438592987,0.9120807950383965,2.8923942677840744,0.10540406134316044,0.3342577812059773,,0.0,8.0,188.79999999999995,10.0,3.0,16.0,0.0,0.0,8.0,35.40000000000009,2.0,2.0,0.0,0.0,0.0,8.0,14.000000000000114,2.0,2.0,0.0,0.0
10,28,2,1.1,bounded,hard,0.9702064966152433,False,0.178244208014803,0.33584097427663473,True,4.164016499998979,max_iterations,188800,0.24561108921916353,False,0.1857272768010764,0.19999441046634175,True,1288,2157,301.3021991670248,0.19999441046634175,0.7702120861489015,3.8511680619120354,0.13584656381029298,0.679251802555529,,0.0,8.0,112.79999999999995,9.0,3.0,0.0,0.0,0.0,8.0,45.40000000000009,2.0,1.0,0.0,0.0,0.0,8.0,14.000000000000114,2.0,1.0,0.0,0.0
10,28,3,1.1,bounded,hard,13.314080625448966,False,0.17654087499249727,0.3841309359405346,True,3.8951329170085955,max_iterations,179200,0.3395454270355921,False,0.12945906902271828,0.295588192160643,True,1264,2094,301.44785483399755,0.295588192160643,13.018492433288323,44.04266739522929,0.08854274377989158,0.2995476346083924,,2.0,6.0,212.60000000000002,10.0,3.0,16.0,0.0,0.0,8.0,32.599999999999966,1.0,2.0,0.0,0.0,0.0,8.0,6.999999999999943,2.0,2.0,0.0,0.0
10,28,4,1.1,bounded,hard,1.2274184394243264,False,0.17082370800198987,0.40464975170610173,True,3.944944667018717,max_iterations,182400,0.364391831885524,False,0.18246193474431244,0.297904193234667,True,1272,2135,300.97791766602313,0.297904193234667,0.9295142461896594,3.120178457701186,0.10674555847143474,0.3583217722193942,,0.0,8.0,188.79999999999995,10.0,3.0,16.0,0.0,0.0,8.0,29.800000000000068,2.0,2.0,0.0,0.0,0.0,8.0,26.399999999999977,1.0,2.0,0.0,0.0
10,28,0,1.3,bounded,hard,61.18975037035331,False,0.190084540983662,0.3756975823593952,True,4.147006291983416,max_iterations,182400,0.3366731921154928,False,0.049499412688421576,0.32000806683783967,True,1272,2155,300.141422833025,0.32000806683783967,60.86974230351547,190.21314964025734,0.055689515521555544,0.1740253490227656,,10.0,7.0,203.0,9.0,3.0,0.0,0.0,0.0,8.0,36.0,1.0,2.0,0.0,0.0,0.0,8.0,20.0,1.0,2.0,0.0,0.0
10,28,1,1.3,bounded,hard,37.13343944109085,False,0.3070445839839522,0.36885045332986893,True,4.0204273750132415,max_iterations,179200,0.3569101548224063,False,0.1877005776394819,0.289917912600406,True,1264,2094,300.62976637500105,0.289917912600406,36.84352152849044,127.0825979603126,0.07893254072946293,0.2722582403463138,,6.0,5.0,194.0,9.0,2.0,0.0,0.0,0.0,8.0,27.0,1.0,2.0,0.0,0.0,0.0,8.0,23.0,1.0,2.0,0.0,0.0
10,28,2,1.3,bounded,hard,31.12299977738345,False,0.22213037498295307,0.3676689654019629,True,4.325118874985492,max_iterations,188800,0.22562434464197684,False,0.19256046696121773,0.182178015479899,True,1288,2157,301.18263129200204,0.182178015479899,30.94082176190355,169.83839504672542,0.1854909499220639,1.0181851494728267,,5.0,7.0,165.79999999999995,10.0,3.0,16.0,0.0,0.0,8.0,31.600000000000023,1.0,2.0,0.0,0.0,0.0,8.0,8.399999999999977,2.0,1.0,0.0,0.0
10,28,3,1.3,bounded,hard,43.5192374517899,False,0.21806150002521463,0.37502897024307613,True,4.011855333985295,max_iterations,179200,0.3392607082783405,False,0.10870102979365723,0.30238271991995924,True,1264,2094,300.54724104100023,0.30238271991995924,43.21685473186994,142.92104635909567,0.07264625032311689,0.24024603767816616,,7.0,7.0,267.19999999999993,10.0,4.0,46.0,0.0,0.0,8.0,22.600000000000023,2.0,2.0,0.0,0.0,0.0,8.0,8.399999999999977,2.0,2.0,0.0,0.0
10,28,4,1.3,bounded,hard,37.184296573546675,False,0.22650158402393572,0.3654820778024371,True,4.173037792003015,max_iterations,182400,0.34298207780243706,False,0.13659065052066754,0.2961339326784719,True,1272,2135,300.88028849998955,0.2961339326784719,36.8881626408682,124.56580813695408,0.0693481451239652,0.23417831417266224,,6.0,8.0,188.0,10.0,3.0,16.0,0.0,0.0,8.0,31.0,1.0,2.0,0.0,0.0,0.0,8.0,22.0,1.0,2.0,0.0,0.0
10,28,0,1.5,certified,hard,139.2507471300355,False,0.20626974999322556,0.4423321536405674,True,4.2237200000090525,max_iterations,182400,0.40270875620466995,True,4.179810994185328e-08,0.4027087393722051,True,1272,2155,24.375537707994226,0.40270875620466995,138.84803837383083,344.7852479851808,0.039623397435897434,0.09839219243536763,,23.0,5.0,412.00000000000006,10.0,2.0,0.0,0.0,0.0,8.0,40.19999999999999,1.0,2.0,186.0,0.0,0.0,8.0,19.0,1.0,2.0,169.0,0.0
10,28,1,1.5,certified,soft,127.29532197094736,False,0.35441604198422283,6.472159058810904,True,4.379272291000234,max_iterations,179200,6.417411490752502,True,4.309499595589162e-05,6.417134932430261,True,1312,2094,13.192394165991573,6.417411490752502,120.87791048019486,18.83592951057916,0.054747568058401974,0.008531098268716801,,21.0,6.0,371.0000000000001,10.0,3.0,32.0,0.0,1.0,8.0,32.39999999999998,2.0,2.0,203.0,0.0,1.0,7.0,29.40000000000009,1.0,2.0,169.0,0.0
10,28,2,1.5,certified,soft,139.3444118742978,False,0.3490479580068495,6.469227356473105,True,4.876301084004808,max_iterations,188800,6.306439887299766,True,3.3036499536447174e-05,6.306231544601353,True,1336,2157,24.04042550001759,6.306439887299766,133.03797198699803,21.095574423045996,0.16278746917333908,0.02581289476827788,,23.0,5.0,412.0,10.0,3.0,16.0,0.0,1.0,8.0,28.0,2.0,2.0,210.0,0.0,1.0,7.0,20.0,1.0,1.0,200.0,0.0
10,28,3,1.5,bounded,soft,169.61348313518252,False,0.3219573329843115,24.457188096200014,True,4.189274333009962,max_iterations,179200,24.333478668593433,False,0.0008986008138209638,24.31161258485874,True,1312,2094,301.35684179200325,24.31161258485874,145.30187055032377,5.97664470191573,0.14557551134127422,0.005987900260961652,,28.0,5.0,524.0,11.0,4.0,40.0,0.0,4.0,7.0,19.0,1.0,2.0,251.0,0.0,4.0,5.0,27.0,0.20000000000000018,1.0,271.0,0.0
10,28,4,1.5,bounded,soft,139.18210093924847,True,0.21489254100015387,6.4514288902490815,True,4.272522291983478,max_iterations,182400,6.308844145178745,False,0.0008832029235772845,6.303272119074535,True,1320,2135,301.2144457079994,6.303272119074535,132.87882882017394,21.080928493958723,0.14815677117454662,0.023504739820164933,,23.0,4.0,419.0,9.0,2.0,0.0,0.0,1.0,8.0,12.0,2.0,2.0,220.0,0.0,1.0,7.0,24.0,1.0,1.0,196.0,0.0
